CAMPAÑA;GM;REGION;SUBREGION;LOCALIDAD;CódECR;FECHA DE SIEMBRA;Emergencia;COSECHA;TRAT;VARIEDAD;CAT;RENDIMIENTO;Sig;IM;IT;Alt;Vuelco;P1000
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;7;4924 E STS NS;;3182;;95,3;94,3;72;;131,3333333
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;13;53MS02 STS;;3203;;95,9;94,9;104;;137,6666667
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;3;IS 50.3 SE;;3219;a;96,4;95,4;84;;176
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;2;DM50E25 SE;;3062;;91,7;90,7;104;;149,3333333
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;9;P51A25SE;;3360;a;100,6;99,6;100;;131
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;11;NK 52x21 STS;T;3375;a;101,1;100;97;;128,6666667
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;8;NS 5023 STS;;3432;a;102,8;101,7;83;;146,6666667
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;6;STINE 50EE59 STS;;3539;a;106;104,9;103;;175,3333333
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;1;DM 50E22 SE;;3619;+;108,4;107,2;83;;165
2024/25;Vc;II;2;SAN FRANCISCO;25SFO5c1;9/12/2024;16/12/2024;;5;NEO 50S23 RR STS;;3414;a;102,3;101,2;92;;164
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;1;DM 50E22 SE;;1202;;89,8;76,2;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;4;NEO 50S22 SE;;1426;a;106,5;90,4;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;6;STINE 50EE59 STS;;1036;;77,4;65,7;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;7;4924 E STS NS;;876;;65,5;55,5;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;10;RA5322TS;;1272;;95;80,6;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;5;NEO 50S23 RR STS;;1302;;97,2;82,5;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;12;51MS01 E;;1487;a;111,1;94,2;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;2;DM50E25 SE;;1504;a;112,4;95,3;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;11;NK 52x21 STS;T;1578;a;117,9;100;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;8;NS 5023 STS;;1591;a;118,8;100,8;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;3;IS 50.3 SE;;1635;+;122,1;103,6;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;13;53MS02 STS;;1021;;76,3;64,7;;;
2024/25;Vc;II;2;SAN JUSTO;25SJ5c1;14/11/2024;;28/4/2025;9;P51A25SE;;1476;a;110,2;93,5;;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;10;RA5322TS;;2678;a;100,1;101,4;78;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;7;4924 E STS NS;;2404;;89,8;91;70;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;1;DM 50E22 SE;;2538;a;94,8;96;80;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;9;P51A25SE;;2589;a;96,7;98;75;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;6;STINE 50EE59 STS;;2617;a;97,8;99;83;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;12;51MS01 E;;2639;a;98,6;99,9;80;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;13;53MS02 STS;;2662;a;99,5;100,7;80;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;5;NEO 50S23 RR STS;;2727;a;101,9;103,2;88;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;2;DM50E25 SE;;2756;a;103;104,3;97;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;3;IS 50.3 SE;;2791;a;104,3;105,6;76;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;8;NS 5023 STS;;2830;a;105,7;107,1;70;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;4;NEO 50S22 SE;;2922;+;109,2;110,6;75;;
2024/25;Vc;II;3;BERROTARÁN;25BER5c1;3/12/2024;10/12/2024;26/4/2025;11;NK 52x21 STS;T;2643;a;98,7;100;80;;
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;4;NEO 50S22 SE;;1308;;93,9;103,7;74;;138,5
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;7;4924 E STS NS;;1444;;103,6;114,4;64;;151,3333333
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;13;53MS02 STS;;1020;;73,2;80,9;64;;130
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;3;IS 50.3 SE;;1065;;76,5;84,4;64;;136
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;11;NK 52x21 STS;T;1262;;90,6;100;67;;124,6666667
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;10;RA5322TS;;1296;;93,1;102,8;63;;120
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;5;NEO 50S23 RR STS;;1925;+;138,2;152,6;64;;139,5
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;12;51MS01 E;;1450;;104;114,9;65;;135,3333333
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;1;DM 50E22 SE;;1485;;106,6;117,7;64;;130
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;2;DM50E25 SE;;1527;a;109,6;121;58;;134,5
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;9;P51A25SE;;1569;a;112,6;124,4;64;;127
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;6;STINE 50EE59 STS;;1318;;94,6;104,4;66;;134,5
2024/25;Vc;II;3;Cte Granville;25GRA5c1;29/11/2024;6/12/2024;25/4/2025;8;NS 5023 STS;;1443;;103,6;114,4;63;;152,3333333
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;2;DM50E25 SE;;4097;a;100,7;88,6;94;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;6;STINE 50EE59 STS;;3647;;89,6;78,9;95;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;1;DM 50E22 SE;;3683;a;90,5;79,6;80;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;7;4924 E STS NS;;3686;a;90,6;79,7;87;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;4;NEO 50S22 SE;;3927;a;96,5;84,9;92;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;12;51MS01 E;;4082;a;100,3;88,3;80;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;10;RA5322TS;;4313;a;106;93,3;94;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;8;NS 5023 STS;;4393;a;108;95;65;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;5;NEO 50S23 RR STS;;4424;a;108,7;95,7;77;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;13;53MS02 STS;;4582;a;112,6;99,1;85;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;11;NK 52x21 STS;T;4624;+;113,7;100;94;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;9;P51A25SE;;3506;;86,2;75,8;85;;
2024/25;Vc;II;3;La Carlota;25LaC5c1;11/11/2024;18/11/2024;22/4/2025;3;IS 50.3 SE;;3931;a;96,6;85;80;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;12;51MS01 E;;3871;;96,3;85,7;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;9;P51A25SE;;3582;;89,2;79,3;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;7;4924 E STS NS;;3555;;88,5;78,7;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;1;DM 50E22 SE;;3797;;94,5;84,1;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;6;STINE 50EE59 STS;;3836;;95,5;85;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;5;NEO 50S23 RR STS;;3845;;95,7;85,1;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;4;NEO 50S22 SE;;3984;;99,2;88,2;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;8;NS 5023 STS;;4145;a;103,2;91,8;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;10;RA5322TS;;4211;a;104,8;93,2;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;2;DM50E25 SE;;4274;a;106,4;94,6;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;13;53MS02 STS;;4673;+;116,3;103,5;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;11;NK 52x21 STS;T;4516;a;112,4;100;;;
2024/25;Vc;II;3;Río Cuarto;25RC5c1;12/11/2024;19/11/2024;9/5/2025;3;IS 50.3 SE;;3938;;98;87,2;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;8;NS 5023 STS;;4671;a;97,1;100,9;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;13;53MS02 STS;;4621;a;96;99,8;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;11;NK 52x21 STS;T;4629;a;96,2;100;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;12;51MS01 E;;4633;a;96,3;100,1;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;10;RA5322TS;;4644;a;96,5;100,3;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;2;DM50E25 SE;;4655;a;96,7;100,5;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;5;NEO 50S23 RR STS;;4267;;88,7;92,2;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;9;P51A25SE;;4778;a;99,3;103,2;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;4;NEO 50S22 SE;;4831;a;100,4;104,4;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;3;IS 50.3 SE;;5094;a;105,8;110;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;6;STINE 50EE59 STS;;5476;a;113,8;118,3;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;1;DM 50E22 SE;;5619;+;116,7;121,4;;;
2024/25;Vc;II;4;Arias;25ARI5c1;31/10/2024;7/11/2024;14/4/2025;7;4924 E STS NS;;4647;a;96,6;100,4;;;
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;9;P51A25SE;;4359;a;99,5;93;80;;140
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;6;STINE 50EE59 STS;;4002;;91,4;85,4;78;;200
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;7;4924 E STS NS;;3895;;88,9;83,1;62;;160
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;3;IS 50.3 SE;;4024;a;91,9;85,9;68;;180
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;5;NEO 50S23 RR STS;;4218;a;96,3;90;72;;200
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;10;RA5322TS;;4345;a;99,2;92,7;75;;150
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;8;NS 5023 STS;;4374;a;99,8;93,3;70;;190
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;12;51MS01 E;;4434;a;101,2;94,6;75;;160
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;13;53MS02 STS;;4491;a;102,5;95,8;78;;200
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;4;NEO 50S22 SE;;4668;a;106,5;99,6;72;;190
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;1;DM 50E22 SE;;4675;a;106,7;99,7;68;;180
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;2;DM50E25 SE;;4785;+;109,2;102,1;82;;180
2024/25;Vc;II;4;ARROYO DULCE;25AYD5c1;18/10/2024;28/10/2024;24/4/2025;11;NK 52x21 STS;T;4687;a;107;100;80;;140
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;10;RA5322TS;;3924;a;97,3;95;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;2;DM50E25 SE;;4387;+;108,7;106,2;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;5;NEO 50S23 RR STS;;4240;a;105,1;102,7;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;3;IS 50.3 SE;;4156;a;103;100,6;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;11;NK 52x21 STS;T;4131;a;102,4;100;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;7;4924 E STS NS;;4128;a;102,3;99,9;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;6;STINE 50EE59 STS;;4112;a;101,9;99,5;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;1;DM 50E22 SE;;3986;a;98,8;96,5;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;4;NEO 50S22 SE;;3913;;97;94,7;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;8;NS 5023 STS;;3902;;96,7;94,5;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;9;P51A25SE;;3813;;94,5;92,3;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;13;53MS02 STS;;3647;;90,4;88,3;;;
2024/25;Vc;II;4;BARRANCAS;25BCA5c1;23/12/2024;29/12/2024;13/5/2025;12;51MS01 E;;4103;a;101,7;99,3;;;
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;8;NS 5023 STS;;4925;a;99,5;104,1;102;1,2;195,3333333
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;6;STINE 50EE59 STS;;4405;;89;93,2;95;1;211,3333333
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;13;53MS02 STS;;4659;a;94,1;98,5;112;1,2;192
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;11;NK 52x21 STS;T;4729;a;95,5;100;113;1,3;164
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;12;51MS01 E;;4847;a;97,9;102,5;115;1,5;164
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;1;DM 50E22 SE;;4923;a;99,4;104,1;101;1;200,6666667
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;9;P51A25SE;;4941;a;99,8;104,5;109;1,3;170,6666667
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;4;NEO 50S22 SE;;5041;a;101,8;106,6;105;1;207,3333333
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;2;DM50E25 SE;;5178;a;104,6;109,5;114;1,3;186
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;3;IS 50.3 SE;;5208;a;105,2;110,1;98;1;208,6666667
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;10;RA5322TS;;5277;a;106,6;111,6;113;1,3;157,3333333
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;5;NEO 50S23 RR STS;;5343;+;107,9;113;107;1;198
2024/25;Vc;II;4;CASILDA;25CAS5c1;7/11/2024;18/11/2024;13/5/2025;7;4924 E STS NS;;4900;a;99;103,6;97;1;180
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;3;IS 50.3 SE;;5679;a;108,5;111,4;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;11;NK 52x21 STS;T;5099;a;97,4;100;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;6;STINE 50EE59 STS;;4724;;90,2;92,7;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;8;NS 5023 STS;;4761;;90,9;93,4;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;5;NEO 50S23 RR STS;;5010;;95,7;98,3;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;12;51MS01 E;;5032;;96,1;98,7;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;9;P51A25SE;;5067;a;96,8;99,4;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;7;4924 E STS NS;;5204;a;99,4;102,1;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;13;53MS02 STS;;5606;a;107,1;110;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;4;NEO 50S22 SE;;5686;a;108,6;111,5;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;2;DM50E25 SE;;5692;+;108,7;111,6;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;10;RA5322TS;;5168;a;98,7;101,4;;;
2024/25;Vc;II;4;Conesa;25CON5c1;11/11/2024;;;1;DM 50E22 SE;;5341;a;102;104,8;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;9;P51A25SE;;2872;a;94,6;90,7;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;8;NS 5023 STS;;3311;a;109,1;104,5;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;10;RA5322TS;;3251;a;107,1;102,6;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;11;NK 52x21 STS;T;3168;a;104,4;100;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;6;STINE 50EE59 STS;;2978;a;98,1;94;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;13;53MS02 STS;;2955;a;97,4;93,3;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;12;51MS01 E;;2954;a;97,3;93,3;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;3;IS 50.3 SE;;2916;a;96,1;92,1;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;4;NEO 50S22 SE;;2344;a;77,3;74;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;1;DM 50E22 SE;;3234;a;106,6;102,1;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;2;DM50E25 SE;;3509;+;115,6;110,8;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;5;NEO 50S23 RR STS;;2936;a;96,8;92,7;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;1;DM 50E22 SE;;5509;a;102,6;105,6;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;8;NS 5023 STS;;4489;;83,6;86;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;9;P51A25SE;;5943;a;110,7;113,9;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;6;STINE 50EE59 STS;;5937;a;110,6;113,8;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;2;DM50E25 SE;;5611;a;104,5;107,5;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;12;51MS01 E;;5991;+;111,6;114,8;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;10;RA5322TS;;5302;a;98,7;101,6;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;5;NEO 50S23 RR STS;;5272;a;98,2;101;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;4;NEO 50S22 SE;;5223;a;97,3;100,1;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c2;20/12/2025;28/12/2025;13/5/2025;7;4924 E STS NS;;3022;a;99,6;95,4;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;11;NK 52x21 STS;T;5218;a;97,2;100;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;13;53MS02 STS;;4804;a;89,5;92,1;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;7;4924 E STS NS;;4719;a;87,9;90,4;;;
2024/25;Vc;II;4;CORRAL de BUSTOS;25CdB5c1;29/10/2024;7/11/2024;16/4/2025;3;IS 50.3 SE;;5779;a;107,6;110,8;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;10;RA5322TS;;2586;;85,4;72,2;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;13;53MS02 STS;;3003;;99,2;83,9;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;9;P51A25SE;;2734;;90,3;76,4;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;6;STINE 50EE59 STS;;2845;;94;79,5;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;1;DM 50E22 SE;;2915;;96,3;81,4;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;3;IS 50.3 SE;;2949;;97,4;82,4;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;5;NEO 50S23 RR STS;;3023;;99,8;84,4;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;7;4924 E STS NS;;3088;;102;86,3;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;11;NK 52x21 STS;T;3580;a;118,2;100;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;4;NEO 50S22 SE;;3583;a;118,3;100,1;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;2;DM50E25 SE;;3933;+;129,9;109,9;;;
2024/25;Vc;II;4;JUSTINIANO POSSE;25JPS5c2;16/12/2024;23/12/2024;27/5/2025;12;51MS01 E;;2105;;69,5;58,8;;;
